invoice_id,branch,city,customer_type,gender,product_line,product,unit_price,quantity,tax,total,date_venda,time_venda,payment,cogs,gross_margin,gross_income,rating
INV-0150,B,Rio de Janeiro,Normal,Masculino,Casa e Jardim,Almofada,163.17,6,48.95,1027.97,2024-07-23,12:48:00,Cartão de Débito,979.02,32.03,329.26,9.2
INV-0151,C,Brasília,Normal,Masculino,Moda e Acessórios,Relógio,238.57,5,59.64,1252.49,2024-01-26,14:24:00,Cartão de Débito,1192.85,23.49,294.21,4.8
INV-0152,A,São Paulo,Normal,Masculino,Esporte e Saúde,Suplemento,103.02,3,15.45,324.51,2024-09-12,14:31:00,Dinheiro,309.06,24.95,80.97,7.1
INV-0153,B,Rio de Janeiro,Membro,Feminino,Eletrônicos,Smartphone,295.84,1,14.79,310.63,2024-11-30,20:30:00,Cartão de Débito,295.84,11.52,35.78,7.0
INV-0154,A,São Paulo,Normal,Masculino,Moda e Acessórios,Relógio,442.4,6,132.72,2787.12,2024-07-24,10:36:00,Cartão de Débito,2654.4,32.92,917.52,6.2
INV-0155,B,Rio de Janeiro,Membro,Feminino,Esporte e Saúde,Tênis Corrida,257.09,9,115.69,2429.5,2024-12-14,19:07:00,Pix,2313.81,18.39,446.79,9.9
INV-0156,B,Rio de Janeiro,Normal,Feminino,Alimentos e Bebidas,Café Premium,379.93,4,75.99,1595.71,2024-01-21,10:02:00,Dinheiro,1519.72,28.07,447.92,6.4
INV-0157,B,Rio de Janeiro,Membro,Feminino,Alimentos e Bebidas,Vinho Tinto,170.7,10,85.35,1792.35,2024-11-11,14:37:00,Cartão de Débito,1707.0,19.56,350.58,6.4
INV-0158,C,Brasília,Normal,Feminino,Moda e Acessórios,Relógio,409.72,6,122.92,2581.24,2024-08-01,19:19:00,Pix,2458.32,19.94,514.7,4.7
INV-0159,C,Brasília,Normal,Feminino,Beleza e Cuidados,Perfume,363.49,10,181.75,3816.65,2024-11-13,16:09:00,Cartão de Débito,3634.9,24.41,931.64,7.1
INV-0160,A,São Paulo,Membro,Masculino,Beleza e Cuidados,Hidratante,226.11,7,79.14,1661.91,2024-07-29,18:49:00,Cartão de Crédito,1582.77,14.54,241.64,8.1
INV-0161,C,Brasília,Membro,Masculino,Esporte e Saúde,Suplemento,284.83,8,113.93,2392.57,2024-03-29,17:58:00,Cartão de Débito,2278.64,25.76,616.33,5.9
INV-0162,C,Brasília,Normal,Feminino,Esporte e Saúde,Yoga Mat,104.21,4,20.84,437.68,2024-06-01,14:45:00,Pix,416.84,18.37,80.4,5.8
INV-0163,B,Rio de Janeiro,Normal,Feminino,Alimentos e Bebidas,Suco Natural,151.02,10,75.51,1585.71,2024-07-21,15:49:00,Dinheiro,1510.2,30.3,480.47,6.3
INV-0164,A,São Paulo,Membro,Feminino,Alimentos e Bebidas,Vinho Tinto,462.76,5,115.69,2429.49,2024-10-02,14:59:00,Dinheiro,2313.8,32.42,787.64,5.3
INV-0165,A,São Paulo,Membro,Masculino,Esporte e Saúde,Yoga Mat,34.88,9,15.7,329.62,2024-02-21,16:21:00,Cartão de Débito,313.92,16.77,55.28,5.4
INV-0166,A,São Paulo,Membro,Masculino,Beleza e Cuidados,Protetor Solar,209.38,8,83.75,1758.79,2024-05-27,15:18:00,Cartão de Débito,1675.04,24.32,427.74,5.2
INV-0167,A,São Paulo,Membro,Masculino,Beleza e Cuidados,Perfume,214.76,3,32.21,676.49,2024-07-22,17:11:00,Cartão de Débito,644.28,38.02,257.2,4.2
INV-0168,A,São Paulo,Normal,Masculino,Beleza e Cuidados,Shampoo Premium,464.94,6,139.48,2929.12,2024-10-05,18:31:00,Cartão de Crédito,2789.64,18.54,543.06,9.9
INV-0169,B,Rio de Janeiro,Membro,Feminino,Alimentos e Bebidas,Snack Orgânico,172.04,8,68.82,1445.14,2024-01-08,15:50:00,Cartão de Crédito,1376.32,29.45,425.59,8.3
INV-0170,C,Brasília,Membro,Masculino,Moda e Acessórios,Relógio,415.23,9,186.85,3923.92,2024-02-18,12:08:00,Pix,3737.07,19.84,778.51,6.4
INV-0171,A,São Paulo,Normal,Masculino,Casa e Jardim,Tapete,125.41,5,31.35,658.4,2024-10-20,10:16:00,Pix,627.05,38.62,254.27,5.8
INV-0172,C,Brasília,Membro,Masculino,Beleza e Cuidados,Shampoo Premium,238.04,3,35.71,749.83,2024-12-26,14:44:00,Cartão de Crédito,714.12,22.16,166.16,7.0
INV-0173,B,Rio de Janeiro,Membro,Masculino,Eletrônicos,Notebook,244.31,8,97.72,2052.2,2024-07-31,18:58:00,Cartão de Débito,1954.48,32.43,665.53,7.6
INV-0174,C,Brasília,Membro,Masculino,Casa e Jardim,Quadro,267.5,9,120.38,2527.88,2024-10-15,11:03:00,Cartão de Crédito,2407.5,31.11,786.42,4.5
INV-0175,A,São Paulo,Membro,Masculino,Esporte e Saúde,Garrafa Térmica,428.7,8,171.48,3601.08,2024-10-25,17:05:00,Dinheiro,3429.6,13.49,485.79,5.2
INV-0176,A,São Paulo,Membro,Feminino,Esporte e Saúde,Suplemento,233.83,1,11.69,245.52,2024-06-06,10:25:00,Pix,233.83,26.76,65.7,8.0
INV-0177,C,Brasília,Membro,Masculino,Moda e Acessórios,Camiseta,217.61,2,21.76,456.98,2024-02-05,17:02:00,Cartão de Crédito,435.22,26.23,119.87,4.4
INV-0178,A,São Paulo,Normal,Masculino,Moda e Acessórios,Óculos de Sol,496.5,7,173.78,3649.28,2024-07-12,16:05:00,Dinheiro,3475.5,23.46,856.12,9.5
INV-0179,A,São Paulo,Membro,Feminino,Beleza e Cuidados,Sérum Facial,496.49,7,173.77,3649.2,2024-04-24,10:48:00,Cartão de Débito,3475.43,25.87,944.05,8.4
INV-0180,B,Rio de Janeiro,Normal,Feminino,Eletrônicos,Notebook,131.28,6,39.38,827.06,2024-02-27,10:51:00,Cartão de Débito,787.68,14.65,121.16,5.1
INV-0181,C,Brasília,Membro,Masculino,Beleza e Cuidados,Protetor Solar,42.97,10,21.48,451.18,2024-12-26,10:15:00,Cartão de Débito,429.7,11.01,49.67,7.6
INV-0182,B,Rio de Janeiro,Membro,Feminino,Beleza e Cuidados,Perfume,379.65,1,18.98,398.63,2024-04-29,19:20:00,Cartão de Débito,379.65,14.2,56.61,10.0
INV-0183,C,Brasília,Membro,Feminino,Esporte e Saúde,Garrafa Térmica,439.37,9,197.72,4152.05,2024-02-01,18:37:00,Dinheiro,3954.33,16.63,690.49,5.8
INV-0184,C,Brasília,Normal,Feminino,Beleza e Cuidados,Hidratante,486.42,7,170.25,3575.19,2024-08-01,16:09:00,Cartão de Crédito,3404.94,33.57,1200.19,5.9
INV-0185,A,São Paulo,Membro,Feminino,Moda e Acessórios,Óculos de Sol,157.36,3,23.6,495.68,2024-10-14,16:26:00,Cartão de Débito,472.08,34.17,169.37,9.5
INV-0186,A,São Paulo,Membro,Feminino,Esporte e Saúde,Garrafa Térmica,109.63,2,10.96,230.22,2024-02-17,18:46:00,Dinheiro,219.26,37.67,86.72,9.1
INV-0187,B,Rio de Janeiro,Membro,Feminino,Alimentos e Bebidas,Café Premium,102.2,10,51.1,1073.1,2024-09-02,13:55:00,Cartão de Crédito,1022.0,31.73,340.49,7.4
INV-0188,A,São Paulo,Membro,Masculino,Moda e Acessórios,Bolsa,375.97,8,150.39,3158.15,2024-12-26,13:25:00,Cartão de Crédito,3007.76,37.43,1182.1,8.2
INV-0189,B,Rio de Janeiro,Normal,Feminino,Alimentos e Bebidas,Snack Orgânico,271.49,6,81.45,1710.39,2024-09-11,17:06:00,Pix,1628.94,19.25,329.25,6.2
INV-0190,B,Rio de Janeiro,Normal,Masculino,Beleza e Cuidados,Protetor Solar,212.83,10,106.42,2234.72,2024-01-09,14:35:00,Dinheiro,2128.3,35.92,802.71,8.4
INV-0191,C,Brasília,Normal,Feminino,Esporte e Saúde,Garrafa Térmica,106.13,4,21.23,445.75,2024-09-12,18:41:00,Cartão de Débito,424.52,21.4,95.39,9.0
INV-0192,B,Rio de Janeiro,Normal,Feminino,Beleza e Cuidados,Shampoo Premium,92.43,6,27.73,582.31,2024-09-07,12:58:00,Pix,554.58,15.08,87.81,8.3
INV-0193,C,Brasília,Membro,Masculino,Esporte e Saúde,Whey Protein,384.53,7,134.59,2826.3,2024-02-04,12:00:00,Cartão de Crédito,2691.71,14.12,399.07,7.8
INV-0194,B,Rio de Janeiro,Membro,Feminino,Alimentos e Bebidas,Snack Orgânico,333.05,1,16.65,349.7,2024-01-07,10:33:00,Pix,333.05,10.2,35.67,7.3
INV-0195,C,Brasília,Membro,Feminino,Beleza e Cuidados,Shampoo Premium,405.02,3,60.75,1275.81,2024-03-17,13:12:00,Pix,1215.06,13.21,168.53,4.6
INV-0196,B,Rio de Janeiro,Normal,Feminino,Esporte e Saúde,Garrafa Térmica,48.72,7,17.05,358.09,2024-12-22,13:19:00,Pix,341.04,23.77,85.12,5.5
INV-0197,C,Brasília,Membro,Masculino,Beleza e Cuidados,Perfume,195.84,9,88.13,1850.69,2024-12-25,12:05:00,Pix,1762.56,24.28,449.35,7.8
INV-0198,C,Brasília,Membro,Feminino,Casa e Jardim,Almofada,122.59,10,61.3,1287.2,2024-02-08,20:59:00,Cartão de Crédito,1225.9,24.27,312.4,4.3
INV-0199,C,Brasília,Membro,Masculino,Moda e Acessórios,Relógio,17.67,4,3.53,74.21,2024-12-30,16:59:00,Dinheiro,70.68,27.61,20.49,8.5
INV-0200,A,São Paulo,Normal,Masculino,Eletrônicos,Notebook,198.08,3,29.71,623.95,2024-02-10,18:47:00,Dinheiro,594.24,33.71,210.33,8.1
INV-0201,A,São Paulo,Membro,Feminino,Moda e Acessórios,Camiseta,176.89,10,88.45,1857.35,2024-06-16,10:40:00,Cartão de Crédito,1768.9,38.65,717.87,6.4
INV-0202,B,Rio de Janeiro,Normal,Masculino,Moda e Acessórios,Óculos de Sol,221.61,10,110.81,2326.91,2024-11-12,14:51:00,Pix,2216.1,29.82,693.88,4.5
INV-0203,A,São Paulo,Membro,Feminino,Alimentos e Bebidas,Café Premium,358.72,3,53.81,1129.97,2024-02-24,11:00:00,Pix,1076.16,32.19,363.74,5.9
INV-0204,B,Rio de Janeiro,Membro,Feminino,Moda e Acessórios,Óculos de Sol,52.78,7,18.47,387.93,2024-07-27,11:01:00,Cartão de Débito,369.46,23.47,91.05,7.3
INV-0205,C,Brasília,Normal,Masculino,Eletrônicos,Notebook,16.05,7,5.62,117.97,2024-10-13,13:36:00,Pix,112.35,21.63,25.52,4.5
INV-0206,C,Brasília,Membro,Feminino,Esporte e Saúde,Tênis Corrida,141.77,5,35.44,744.29,2024-08-10,14:26:00,Cartão de Débito,708.85,24.79,184.51,4.4
INV-0207,A,São Paulo,Normal,Feminino,Moda e Acessórios,Óculos de Sol,363.24,8,145.3,3051.22,2024-02-24,12:19:00,Cartão de Débito,2905.92,27.81,848.54,5.2
INV-0208,B,Rio de Janeiro,Normal,Feminino,Eletrônicos,Fone de Ouvido,174.02,10,87.01,1827.21,2024-12-21,13:30:00,Pix,1740.2,14.08,257.27,5.9
INV-0209,B,Rio de Janeiro,Normal,Feminino,Moda e Acessórios,Tênis,484.2,4,96.84,2033.64,2024-07-20,15:07:00,Pix,1936.8,19.78,402.25,5.7
INV-0210,C,Brasília,Membro,Masculino,Esporte e Saúde,Tênis Corrida,472.06,4,94.41,1982.65,2024-12-20,11:52:00,Pix,1888.24,23.15,458.98,5.7
INV-0211,A,São Paulo,Membro,Feminino,Casa e Jardim,Almofada,332.74,7,116.46,2445.64,2024-11-02,17:37:00,Dinheiro,2329.18,33.67,823.45,4.4
INV-0212,C,Brasília,Membro,Feminino,Casa e Jardim,Quadro,353.8,9,159.21,3343.41,2024-02-25,13:42:00,Dinheiro,3184.2,27.81,929.8,9.5
INV-0213,A,São Paulo,Normal,Masculino,Beleza e Cuidados,Shampoo Premium,483.2,7,169.12,3551.52,2024-04-23,18:47:00,Dinheiro,3382.4,13.18,468.09,4.6
INV-0214,C,Brasília,Normal,Masculino,Esporte e Saúde,Garrafa Térmica,201.66,10,100.83,2117.43,2024-01-13,17:06:00,Dinheiro,2016.6,30.71,650.26,4.9
INV-0215,A,São Paulo,Membro,Masculino,Moda e Acessórios,Óculos de Sol,162.83,8,65.13,1367.77,2024-06-27,17:06:00,Dinheiro,1302.64,33.53,458.61,7.1
INV-0216,B,Rio de Janeiro,Normal,Masculino,Casa e Jardim,Almofada,406.99,2,40.7,854.68,2024-02-25,20:51:00,Cartão de Crédito,813.98,10.68,91.28,6.1
INV-0217,C,Brasília,Membro,Masculino,Alimentos e Bebidas,Chocolate Importado,284.33,8,113.73,2388.37,2024-04-04,12:40:00,Dinheiro,2274.64,16.96,405.07,6.4
INV-0218,B,Rio de Janeiro,Membro,Masculino,Beleza e Cuidados,Protetor Solar,300.18,7,105.06,2206.32,2024-05-22,11:36:00,Pix,2101.26,10.13,223.5,5.3
INV-0219,A,São Paulo,Normal,Feminino,Eletrônicos,Smartwatch,234.2,5,58.55,1229.55,2024-11-23,15:38:00,Cartão de Débito,1171.0,30.12,370.34,6.9
INV-0220,B,Rio de Janeiro,Normal,Masculino,Casa e Jardim,Quadro,424.3,10,212.15,4455.15,2024-06-01,19:37:00,Dinheiro,4243.0,15.18,676.29,8.0
INV-0221,B,Rio de Janeiro,Membro,Masculino,Eletrônicos,Tablet,67.3,6,20.19,423.99,2024-08-02,19:08:00,Dinheiro,403.8,30.8,130.59,7.1
INV-0222,B,Rio de Janeiro,Normal,Masculino,Esporte e Saúde,Suplemento,281.91,8,112.76,2368.04,2024-08-18,19:03:00,Cartão de Débito,2255.28,18.67,442.11,5.1
INV-0223,B,Rio de Janeiro,Membro,Masculino,Moda e Acessórios,Camiseta,482.28,9,217.03,4557.55,2024-09-08,16:45:00,Pix,4340.52,29.59,1348.58,6.5
INV-0224,A,São Paulo,Membro,Masculino,Casa e Jardim,Almofada,153.12,5,38.28,803.88,2024-08-22,19:47:00,Cartão de Débito,765.6,16.75,134.65,5.7
INV-0225,C,Brasília,Membro,Masculino,Casa e Jardim,Quadro,389.81,6,116.94,2455.8,2024-08-13,18:13:00,Dinheiro,2338.86,26.26,644.89,8.5
INV-0226,C,Brasília,Normal,Masculino,Casa e Jardim,Luminária,230.37,6,69.11,1451.33,2024-03-01,13:13:00,Cartão de Crédito,1382.22,35.87,520.59,4.5
INV-0227,C,Brasília,Normal,Feminino,Beleza e Cuidados,Sérum Facial,311.91,4,62.38,1310.02,2024-10-18,15:34:00,Cartão de Débito,1247.64,34.41,450.78,8.8
INV-0228,C,Brasília,Normal,Masculino,Moda e Acessórios,Relógio,151.77,5,37.94,796.79,2024-12-13,11:08:00,Dinheiro,758.85,38.57,307.32,7.1
INV-0229,B,Rio de Janeiro,Membro,Masculino,Casa e Jardim,Luminária,81.66,6,24.5,514.46,2024-12-12,16:31:00,Cartão de Débito,489.96,34.85,179.29,8.6
INV-0230,C,Brasília,Normal,Feminino,Alimentos e Bebidas,Snack Orgânico,231.48,2,23.15,486.11,2024-12-21,15:29:00,Pix,462.96,22.09,107.38,8.5
INV-0231,C,Brasília,Membro,Masculino,Casa e Jardim,Tapete,321.07,6,96.32,2022.74,2024-07-22,13:27:00,Pix,1926.42,35.5,718.07,8.8
INV-0232,B,Rio de Janeiro,Normal,Feminino,Alimentos e Bebidas,Suco Natural,278.18,3,41.73,876.27,2024-06-24,20:48:00,Dinheiro,834.54,26.98,236.42,6.9
INV-0233,A,São Paulo,Membro,Feminino,Eletrônicos,Smartphone,465.42,3,69.81,1466.07,2024-08-07,13:44:00,Cartão de Crédito,1396.26,23.24,340.71,4.0
INV-0234,A,São Paulo,Membro,Feminino,Alimentos e Bebidas,Vinho Tinto,132.69,6,39.81,835.95,2024-01-27,16:40:00,Dinheiro,796.14,29.94,250.28,7.9
INV-0235,B,Rio de Janeiro,Membro,Masculino,Moda e Acessórios,Tênis,114.58,2,11.46,240.62,2024-12-14,17:00:00,Cartão de Crédito,229.16,13.98,33.64,5.4
INV-0236,A,São Paulo,Membro,Feminino,Eletrônicos,Notebook,44.71,7,15.65,328.62,2024-02-22,15:23:00,Pix,312.97,12.68,41.67,8.8
INV-0237,B,Rio de Janeiro,Membro,Masculino,Moda e Acessórios,Tênis,269.95,1,13.5,283.45,2024-06-28,13:40:00,Cartão de Crédito,269.95,28.31,80.24,5.0
INV-0238,B,Rio de Janeiro,Membro,Feminino,Beleza e Cuidados,Hidratante,449.33,3,67.4,1415.39,2024-07-15,15:27:00,Cartão de Crédito,1347.99,32.57,460.99,7.5
INV-0239,A,São Paulo,Membro,Feminino,Moda e Acessórios,Tênis,281.16,10,140.58,2952.18,2024-12-19,10:54:00,Cartão de Débito,2811.6,31.64,934.07,5.7
INV-0240,A,São Paulo,Normal,Masculino,Beleza e Cuidados,Shampoo Premium,326.62,4,65.32,1371.8,2024-09-12,20:38:00,Dinheiro,1306.48,24.85,340.89,4.7
INV-0241,A,São Paulo,Normal,Feminino,Eletrônicos,Smartwatch,199.55,10,99.78,2095.28,2024-03-29,17:49:00,Cartão de Débito,1995.5,22.63,474.16,7.3
INV-0242,C,Brasília,Membro,Masculino,Eletrônicos,Smartphone,115.71,1,5.79,121.5,2024-05-26,20:45:00,Dinheiro,115.71,38.46,46.73,6.4
INV-0243,B,Rio de Janeiro,Membro,Feminino,Esporte e Saúde,Suplemento,145.96,5,36.49,766.29,2024-03-20,18:20:00,Cartão de Débito,729.8,12.37,94.79,9.5
INV-0244,C,Brasília,Normal,Masculino,Casa e Jardim,Quadro,367.68,4,73.54,1544.26,2024-08-10,11:29:00,Pix,1470.72,11.74,181.3,4.5
INV-0245,A,São Paulo,Membro,Feminino,Esporte e Saúde,Garrafa Térmica,16.21,3,2.43,51.06,2024-06-26,18:33:00,Cartão de Crédito,48.63,31.04,15.85,5.0
INV-0246,A,São Paulo,Membro,Feminino,Beleza e Cuidados,Shampoo Premium,369.14,2,36.91,775.19,2024-08-07,14:33:00,Dinheiro,738.28,33.14,256.9,4.2
INV-0247,C,Brasília,Normal,Masculino,Eletrônicos,Notebook,260.28,1,13.01,273.29,2024-07-07,12:16:00,Pix,260.28,24.99,68.3,7.4
INV-0248,C,Brasília,Membro,Masculino,Eletrônicos,Smartwatch,31.58,1,1.58,33.16,2024-07-15,12:11:00,Cartão de Crédito,31.58,17.34,5.75,6.8
INV-0249,C,Brasília,Membro,Feminino,Eletrônicos,Smartwatch,131.65,6,39.5,829.4,2024-07-09,11:32:00,Dinheiro,789.9,18.14,150.45,4.5
INV-0250,A,São Paulo,Membro,Masculino,Beleza e Cuidados,Perfume,43.77,8,17.51,367.67,2024-06-08,15:05:00,Pix,350.16,35.98,132.29,8.6
INV-0251,A,São Paulo,Membro,Feminino,Esporte e Saúde,Suplemento,286.27,5,71.57,1502.92,2024-07-07,19:31:00,Dinheiro,1431.35,32.19,483.79,5.5
INV-0252,A,São Paulo,Membro,Masculino,Alimentos e Bebidas,Snack Orgânico,21.72,9,9.77,205.25,2024-01-05,15:00:00,Pix,195.48,20.39,41.85,9.0
INV-0253,C,Brasília,Membro,Feminino,Beleza e Cuidados,Protetor Solar,269.61,4,53.92,1132.36,2024-03-13,14:05:00,Cartão de Débito,1078.44,22.59,255.8,9.8
INV-0254,C,Brasília,Normal,Feminino,Eletrônicos,Tablet,487.53,2,48.75,1023.81,2024-11-22,16:04:00,Pix,975.06,27.42,280.73,7.0
INV-0255,A,São Paulo,Membro,Feminino,Esporte e Saúde,Garrafa Térmica,152.92,6,45.88,963.4,2024-06-16,15:28:00,Cartão de Débito,917.52,37.78,363.97,6.4
INV-0256,A,São Paulo,Membro,Masculino,Moda e Acessórios,Tênis,86.15,3,12.92,271.37,2024-03-02,18:22:00,Cartão de Crédito,258.45,23.49,63.74,5.9
INV-0257,B,Rio de Janeiro,Normal,Feminino,Alimentos e Bebidas,Suco Natural,54.31,5,13.58,285.13,2024-01-21,13:53:00,Cartão de Crédito,271.55,34.79,99.2,8.2
INV-0258,A,São Paulo,Normal,Masculino,Moda e Acessórios,Tênis,261.6,5,65.4,1373.4,2024-01-16,16:54:00,Pix,1308.0,17.81,244.6,9.9
INV-0259,C,Brasília,Membro,Masculino,Casa e Jardim,Quadro,59.93,3,8.99,188.78,2024-04-23,12:12:00,Pix,179.79,13.64,25.75,4.4
INV-0260,C,Brasília,Normal,Masculino,Casa e Jardim,Tapete,20.68,2,2.07,43.43,2024-03-06,11:57:00,Cartão de Crédito,41.36,15.93,6.92,7.9
INV-0261,A,São Paulo,Membro,Feminino,Moda e Acessórios,Camiseta,462.82,7,161.99,3401.73,2024-01-16,16:43:00,Cartão de Débito,3239.74,34.65,1178.7,6.4
INV-0262,B,Rio de Janeiro,Membro,Masculino,Casa e Jardim,Vaso Decorativo,147.13,3,22.07,463.46,2024-05-05,20:18:00,Dinheiro,441.39,11.04,51.17,7.7
INV-0263,C,Brasília,Membro,Feminino,Casa e Jardim,Almofada,147.09,3,22.06,463.33,2024-09-26,13:40:00,Cartão de Crédito,441.27,22.58,104.62,7.9
INV-0264,B,Rio de Janeiro,Normal,Feminino,Esporte e Saúde,Whey Protein,178.58,10,89.29,1875.09,2024-04-02,10:20:00,Pix,1785.8,25.07,470.09,6.3
INV-0265,A,São Paulo,Membro,Feminino,Esporte e Saúde,Tênis Corrida,269.42,10,134.71,2828.91,2024-02-21,13:42:00,Pix,2694.2,39.99,1131.28,9.8
INV-0266,C,Brasília,Membro,Masculino,Alimentos e Bebidas,Vinho Tinto,183.85,3,27.58,579.13,2024-12-23,15:58:00,Pix,551.55,15.28,88.49,7.6
INV-0267,C,Brasília,Membro,Feminino,Esporte e Saúde,Whey Protein,419.98,8,167.99,3527.83,2024-01-20,11:03:00,Cartão de Débito,3359.84,26.26,926.41,5.1
INV-0268,A,São Paulo,Normal,Masculino,Alimentos e Bebidas,Snack Orgânico,172.55,10,86.28,1811.78,2024-03-31,15:03:00,Cartão de Crédito,1725.5,16.04,290.61,4.8
INV-0269,C,Brasília,Membro,Masculino,Eletrônicos,Tablet,480.67,6,144.2,3028.22,2024-10-27,11:21:00,Dinheiro,2884.02,31.14,942.99,8.0
INV-0270,A,São Paulo,Normal,Masculino,Moda e Acessórios,Bolsa,328.1,3,49.22,1033.52,2024-11-10,15:14:00,Pix,984.3,31.22,322.66,7.4
INV-0271,A,São Paulo,Normal,Feminino,Beleza e Cuidados,Sérum Facial,72.4,1,3.62,76.02,2024-07-19,19:02:00,Dinheiro,72.4,38.46,29.24,9.7
INV-0272,B,Rio de Janeiro,Membro,Masculino,Alimentos e Bebidas,Snack Orgânico,78.92,2,7.89,165.73,2024-03-26,20:56:00,Pix,157.84,17.14,28.41,9.9
INV-0273,B,Rio de Janeiro,Normal,Masculino,Eletrônicos,Notebook,132.28,2,13.23,277.79,2024-01-01,10:24:00,Cartão de Débito,264.56,20.51,56.97,8.7
INV-0274,A,São Paulo,Normal,Feminino,Casa e Jardim,Almofada,182.1,7,63.74,1338.44,2024-10-22,20:48:00,Pix,1274.7,13.04,174.53,6.9
INV-0275,A,São Paulo,Membro,Feminino,Beleza e Cuidados,Hidratante,154.51,6,46.35,973.41,2024-06-24,12:56:00,Cartão de Crédito,927.06,17.83,173.56,4.6
INV-0276,C,Brasília,Membro,Masculino,Casa e Jardim,Vaso Decorativo,301.07,10,150.53,3161.23,2024-08-08,20:10:00,Dinheiro,3010.7,36.8,1163.33,8.2
INV-0277,A,São Paulo,Membro,Masculino,Esporte e Saúde,Suplemento,110.72,4,22.14,465.02,2024-10-03,14:42:00,Dinheiro,442.88,22.28,103.61,7.3
INV-0278,A,São Paulo,Membro,Masculino,Moda e Acessórios,Bolsa,290.17,8,116.07,2437.43,2024-08-06,11:18:00,Pix,2321.36,14.61,356.11,6.2
INV-0279,B,Rio de Janeiro,Membro,Masculino,Beleza e Cuidados,Sérum Facial,111.41,5,27.85,584.9,2024-02-29,14:50:00,Cartão de Crédito,557.05,39.31,229.92,6.8
INV-0280,B,Rio de Janeiro,Membro,Feminino,Casa e Jardim,Almofada,100.59,7,35.21,739.34,2024-05-14,17:29:00,Pix,704.13,21.08,155.85,6.7
INV-0281,B,Rio de Janeiro,Membro,Masculino,Moda e Acessórios,Tênis,52.0,6,15.6,327.6,2024-10-28,13:35:00,Cartão de Crédito,312.0,34.25,112.2,6.5
INV-0282,C,Brasília,Normal,Feminino,Eletrônicos,Fone de Ouvido,243.37,2,24.34,511.08,2024-01-18,18:36:00,Cartão de Débito,486.74,21.84,111.62,9.1
INV-0283,C,Brasília,Membro,Masculino,Esporte e Saúde,Garrafa Térmica,94.71,3,14.21,298.34,2024-03-05,10:27:00,Pix,284.13,39.16,116.83,8.9
INV-0284,A,São Paulo,Normal,Masculino,Eletrônicos,Fone de Ouvido,456.29,2,45.63,958.21,2024-10-09,15:54:00,Dinheiro,912.58,12.61,120.83,7.3
INV-0285,B,Rio de Janeiro,Normal,Masculino,Moda e Acessórios,Relógio,213.08,3,31.96,671.2,2024-02-21,11:36:00,Cartão de Crédito,639.24,27.0,181.22,7.5
INV-0286,C,Brasília,Normal,Feminino,Eletrônicos,Notebook,197.69,8,79.08,1660.6,2024-03-29,14:25:00,Dinheiro,1581.52,27.16,451.02,6.8
INV-0287,C,Brasília,Membro,Feminino,Alimentos e Bebidas,Snack Orgânico,445.89,6,133.77,2809.11,2024-08-31,14:57:00,Pix,2675.34,30.72,862.96,4.3
INV-0288,B,Rio de Janeiro,Normal,Feminino,Moda e Acessórios,Camiseta,422.99,2,42.3,888.28,2024-06-02,17:49:00,Dinheiro,845.98,39.17,347.94,5.4
INV-0289,C,Brasília,Membro,Feminino,Moda e Acessórios,Bolsa,226.44,7,79.25,1664.33,2024-07-10,10:32:00,Cartão de Débito,1585.08,32.23,536.41,8.6
INV-0290,B,Rio de Janeiro,Membro,Feminino,Alimentos e Bebidas,Café Premium,95.13,4,19.03,399.55,2024-08-21,10:58:00,Cartão de Crédito,380.52,35.11,140.28,5.5
INV-0291,B,Rio de Janeiro,Normal,Feminino,Moda e Acessórios,Tênis,321.35,2,32.14,674.84,2024-09-07,19:28:00,Pix,642.7,30.44,205.42,5.5
INV-0292,C,Brasília,Normal,Feminino,Alimentos e Bebidas,Suco Natural,420.45,5,105.11,2207.36,2024-05-25,10:24:00,Cartão de Débito,2102.25,32.47,716.73,8.1
INV-0293,C,Brasília,Membro,Masculino,Eletrônicos,Tablet,342.07,5,85.52,1795.87,2024-12-15,10:30:00,Cartão de Débito,1710.35,29.55,530.68,7.1
INV-0294,C,Brasília,Membro,Masculino,Alimentos e Bebidas,Chocolate Importado,308.09,5,77.02,1617.47,2024-05-20,16:57:00,Dinheiro,1540.45,31.38,507.56,8.3
INV-0295,B,Rio de Janeiro,Membro,Feminino,Casa e Jardim,Tapete,158.05,9,71.12,1493.57,2024-02-22,10:32:00,Pix,1422.45,34.73,518.72,6.4
INV-0296,C,Brasília,Normal,Feminino,Beleza e Cuidados,Shampoo Premium,246.05,6,73.81,1550.11,2024-05-21,14:41:00,Cartão de Crédito,1476.3,39.65,614.62,7.8
INV-0297,A,São Paulo,Membro,Masculino,Beleza e Cuidados,Shampoo Premium,404.66,10,202.33,4248.93,2024-03-12,10:41:00,Cartão de Crédito,4046.6,22.12,939.86,5.9
INV-0298,B,Rio de Janeiro,Normal,Feminino,Casa e Jardim,Tapete,371.0,10,185.5,3895.5,2024-04-07,15:46:00,Pix,3710.0,31.24,1216.95,7.4
INV-0299,C,Brasília,Normal,Feminino,Beleza e Cuidados,Hidratante,424.26,9,190.92,4009.26,2024-03-06,14:46:00,Dinheiro,3818.34,15.43,618.63,4.6
INV-0300,C,Brasília,Membro,Feminino,Esporte e Saúde,Tênis Corrida,184.09,5,46.02,966.47,2024-07-09,14:37:00,Cartão de Débito,920.45,22.61,218.52,9.3
